"obs"	"tobs"	"month"	"day"	"year"	"Prec"
"18050"	18050	153	6	2	1949	0
"18051"	18051	154	6	3	1949	0.19
"18052"	18052	155	6	4	1949	3.54
"18053"	18053	156	6	5	1949	0.08
"18054"	18054	157	6	6	1949	0.33
"18055"	18055	158	6	7	1949	0.55
"18056"	18056	159	6	8	1949	0
"18057"	18057	160	6	9	1949	0.13
"18058"	18058	161	6	10	1949	0
"18059"	18059	162	6	11	1949	0
"18060"	18060	163	6	12	1949	0.05
"18061"	18061	164	6	13	1949	0.61
"18062"	18062	165	6	14	1949	0.7
"18063"	18063	166	6	15	1949	0
"18064"	18064	167	6	16	1949	0
"18065"	18065	168	6	17	1949	0
"18066"	18066	169	6	18	1949	0.07
"18067"	18067	170	6	19	1949	0
"18068"	18068	171	6	20	1949	0
"18069"	18069	172	6	21	1949	0
"18070"	18070	173	6	22	1949	0
"18071"	18071	174	6	23	1949	0.04
"18072"	18072	175	6	24	1949	0
"18073"	18073	176	6	25	1949	0
"18074"	18074	177	6	26	1949	0
"18075"	18075	178	6	27	1949	0.01
"18076"	18076	179	6	28	1949	0
"18077"	18077	180	6	29	1949	0
"18078"	18078	181	6	30	1949	0
"18079"	18079	182	7	1	1949	0
"18080"	18080	183	7	2	1949	0
"18081"	18081	184	7	3	1949	0
"18082"	18082	185	7	4	1949	0
"18083"	18083	186	7	5	1949	0.1
"18084"	18084	187	7	6	1949	0
"18085"	18085	188	7	7	1949	0.01
"18086"	18086	189	7	8	1949	1.76
"18087"	18087	190	7	9	1949	0
"18088"	18088	191	7	10	1949	0
"18089"	18089	192	7	11	1949	0
"18090"	18090	193	7	12	1949	0
"18091"	18091	194	7	13	1949	0.18
"18092"	18092	195	7	14	1949	0.03
"18093"	18093	196	7	15	1949	0.5
"18094"	18094	197	7	16	1949	0
"18095"	18095	198	7	17	1949	0
"18096"	18096	199	7	18	1949	0
"18097"	18097	200	7	19	1949	0
"18098"	18098	201	7	20	1949	0
"18099"	18099	202	7	21	1949	0
"18100"	18100	203	7	22	1949	0
"18101"	18101	204	7	23	1949	0
"18102"	18102	205	7	24	1949	0
"18103"	18103	206	7	25	1949	0
"18104"	18104	207	7	26	1949	0.5
"18105"	18105	208	7	27	1949	0.05
"18106"	18106	209	7	28	1949	0
"18107"	18107	210	7	29	1949	0
"18108"	18108	211	7	30	1949	0
"18109"	18109	212	7	31	1949	0
"18110"	18110	213	8	1	1949	0
"18111"	18111	214	8	2	1949	0
"18112"	18112	215	8	3	1949	0
"18113"	18113	216	8	4	1949	0
"18114"	18114	217	8	5	1949	0
"18115"	18115	218	8	6	1949	0
"18116"	18116	219	8	7	1949	0
"18117"	18117	220	8	8	1949	0.38
"18118"	18118	221	8	9	1949	0
"18119"	18119	222	8	10	1949	0
"18120"	18120	223	8	11	1949	0.06
"18121"	18121	224	8	12	1949	0.21
"18122"	18122	225	8	13	1949	0
"18123"	18123	226	8	14	1949	0
"18124"	18124	227	8	15	1949	0
"18125"	18125	228	8	16	1949	0
"18126"	18126	229	8	17	1949	0
"18127"	18127	230	8	18	1949	0
"18128"	18128	231	8	19	1949	0
"18129"	18129	232	8	20	1949	0
"18130"	18130	233	8	21	1949	0
"18131"	18131	234	8	22	1949	0
"18132"	18132	235	8	23	1949	0
"18133"	18133	236	8	24	1949	0.01
"18134"	18134	237	8	25	1949	0.07
"18135"	18135	238	8	26	1949	0
"18136"	18136	239	8	27	1949	0
"18137"	18137	240	8	28	1949	0
"18138"	18138	241	8	29	1949	0
"18139"	18139	242	8	30	1949	0
"18140"	18140	243	8	31	1949	0.01
"18141"	18141	244	9	1	1949	0
"18142"	18142	245	9	2	1949	0
"18143"	18143	246	9	3	1949	0.28
"18144"	18144	247	9	4	1949	0
"18145"	18145	248	9	5	1949	0
"18146"	18146	249	9	6	1949	0
"18147"	18147	250	9	7	1949	0.01
"18148"	18148	251	9	8	1949	0.06
"18149"	18149	252	9	9	1949	0
"18150"	18150	253	9	10	1949	0
"18151"	18151	254	9	11	1949	0
"18152"	18152	255	9	12	1949	0
"18153"	18153	256	9	13	1949	0
"18154"	18154	257	9	14	1949	0
"18155"	18155	258	9	15	1949	0
"18156"	18156	259	9	16	1949	0
"18157"	18157	260	9	17	1949	0
"18158"	18158	261	9	18	1949	0
"18159"	18159	262	9	19	1949	0
"18160"	18160	263	9	20	1949	0
"18161"	18161	264	9	21	1949	0
"18162"	18162	265	9	22	1949	0
"18163"	18163	266	9	23	1949	0
"18164"	18164	267	9	24	1949	0
"18165"	18165	268	9	25	1949	0
"18166"	18166	269	9	26	1949	0
"18167"	18167	270	9	27	1949	0
"18168"	18168	271	9	28	1949	0
"18169"	18169	272	9	29	1949	0
"18170"	18170	273	9	30	1949	0.07
"18171"	18171	274	10	1	1949	0
"18172"	18172	275	10	2	1949	0
"18173"	18173	276	10	3	1949	0
"18174"	18174	277	10	4	1949	0
"18175"	18175	278	10	5	1949	0
"18176"	18176	279	10	6	1949	0
"18177"	18177	280	10	7	1949	0.02
"18178"	18178	281	10	8	1949	0.11
"18179"	18179	282	10	9	1949	0.16
"18180"	18180	283	10	10	1949	0
"18181"	18181	284	10	11	1949	0
"18182"	18182	285	10	12	1949	0
"18183"	18183	286	10	13	1949	0
"18184"	18184	287	10	14	1949	0
"18185"	18185	288	10	15	1949	0
"18186"	18186	289	10	16	1949	0
"18187"	18187	290	10	17	1949	0
"18188"	18188	291	10	18	1949	0.01
"18189"	18189	292	10	19	1949	0.25
"18190"	18190	293	10	20	1949	0.2
"18191"	18191	294	10	21	1949	0
"18192"	18192	295	10	22	1949	0
"18193"	18193	296	10	23	1949	0
"18194"	18194	297	10	24	1949	0.01
"18195"	18195	298	10	25	1949	0
"18196"	18196	299	10	26	1949	0
"18197"	18197	300	10	27	1949	0
"18198"	18198	301	10	28	1949	0
"18199"	18199	302	10	29	1949	0.18
"18200"	18200	303	10	30	1949	0.3
"18201"	18201	304	10	31	1949	0
"18202"	18202	305	11	1	1949	0
"18203"	18203	306	11	2	1949	0
"18204"	18204	307	11	3	1949	0
"18205"	18205	308	11	4	1949	0
"18206"	18206	309	11	5	1949	0
"18207"	18207	310	11	6	1949	0
"18208"	18208	311	11	7	1949	0
"18209"	18209	312	11	8	1949	0
"18210"	18210	313	11	9	1949	0
"18211"	18211	314	11	10	1949	0
"18212"	18212	315	11	11	1949	0
"18213"	18213	316	11	12	1949	0
"18214"	18214	317	11	13	1949	0
"18215"	18215	318	11	14	1949	0
"18216"	18216	319	11	15	1949	0
"18217"	18217	320	11	16	1949	0
"18218"	18218	321	11	17	1949	0
"18219"	18219	322	11	18	1949	0
"18220"	18220	323	11	19	1949	0
"18221"	18221	324	11	20	1949	0
"18222"	18222	325	11	21	1949	0
"18223"	18223	326	11	22	1949	0
"18224"	18224	327	11	23	1949	0
"18225"	18225	328	11	24	1949	0
"18226"	18226	329	11	25	1949	0
"18227"	18227	330	11	26	1949	0
"18228"	18228	331	11	27	1949	0
"18229"	18229	332	11	28	1949	0
"18230"	18230	333	11	29	1949	0
"18231"	18231	334	11	30	1949	0
"18232"	18232	335	12	1	1949	0
"18233"	18233	336	12	2	1949	0
"18234"	18234	337	12	3	1949	0
"18235"	18235	338	12	4	1949	0
"18236"	18236	339	12	5	1949	0
"18237"	18237	340	12	6	1949	0
"18238"	18238	341	12	7	1949	0
"18239"	18239	342	12	8	1949	0
"18240"	18240	343	12	9	1949	0
"18241"	18241	344	12	10	1949	0
"18242"	18242	345	12	11	1949	0.06
"18243"	18243	346	12	12	1949	0
"18244"	18244	347	12	13	1949	0
"18245"	18245	348	12	14	1949	0
"18246"	18246	349	12	15	1949	0
"18247"	18247	350	12	16	1949	0
"18248"	18248	351	12	17	1949	0
"18249"	18249	352	12	18	1949	0
"18250"	18250	353	12	19	1949	0
"18251"	18251	354	12	20	1949	0
"18252"	18252	355	12	21	1949	0
"18253"	18253	356	12	22	1949	0
"18254"	18254	357	12	23	1949	0
"18255"	18255	358	12	24	1949	0
"18256"	18256	359	12	25	1949	0
"18257"	18257	360	12	26	1949	0
"18258"	18258	361	12	27	1949	0
"18259"	18259	362	12	28	1949	0
"18260"	18260	363	12	29	1949	0
"18261"	18261	364	12	30	1949	0
"18262"	18262	365	12	31	1949	0
"18263"	18263	1	1	1	1950	0
"18264"	18264	2	1	2	1950	0
"18265"	18265	3	1	3	1950	0.02
"18266"	18266	4	1	4	1950	0
"18267"	18267	5	1	5	1950	0
"18268"	18268	6	1	6	1950	0
"18269"	18269	7	1	7	1950	0
"18270"	18270	8	1	8	1950	0
"18271"	18271	9	1	9	1950	0
"18272"	18272	10	1	10	1950	0
"18273"	18273	11	1	11	1950	0
"18274"	18274	12	1	12	1950	0
"18275"	18275	13	1	13	1950	0
"18276"	18276	14	1	14	1950	0
"18277"	18277	15	1	15	1950	0
"18278"	18278	16	1	16	1950	0
"18279"	18279	17	1	17	1950	0
"18280"	18280	18	1	18	1950	0
"18281"	18281	19	1	19	1950	0
"18282"	18282	20	1	20	1950	0
"18283"	18283	21	1	21	1950	0
"18284"	18284	22	1	22	1950	0
"18285"	18285	23	1	23	1950	0
"18286"	18286	24	1	24	1950	0.07
"18287"	18287	25	1	25	1950	0.2
"18288"	18288	26	1	26	1950	0
"18289"	18289	27	1	27	1950	0
"18290"	18290	28	1	28	1950	0
"18291"	18291	29	1	29	1950	0.03
"18292"	18292	30	1	30	1950	0.04
"18293"	18293	31	1	31	1950	0
"18294"	18294	32	2	1	1950	0
"18295"	18295	33	2	2	1950	0
"18296"	18296	34	2	3	1950	0
"18297"	18297	35	2	4	1950	0
"18298"	18298	36	2	5	1950	0
"18299"	18299	37	2	6	1950	0
"18300"	18300	38	2	7	1950	0.05
"18301"	18301	39	2	8	1950	0.04
"18302"	18302	40	2	9	1950	0
"18303"	18303	41	2	10	1950	0
"18304"	18304	42	2	11	1950	0
"18305"	18305	43	2	12	1950	0.01
"18306"	18306	44	2	13	1950	0
"18307"	18307	45	2	14	1950	0
"18308"	18308	46	2	15	1950	0
"18309"	18309	47	2	16	1950	0
"18310"	18310	48	2	17	1950	0
"18311"	18311	49	2	18	1950	0
"18312"	18312	50	2	19	1950	0
"18313"	18313	51	2	20	1950	0
"18314"	18314	52	2	21	1950	0
"18315"	18315	53	2	22	1950	0
"18316"	18316	54	2	23	1950	0
"18317"	18317	55	2	24	1950	0
"18318"	18318	56	2	25	1950	0
"18319"	18319	57	2	26	1950	0
"18320"	18320	58	2	27	1950	0
"18321"	18321	59	2	28	1950	0.07
"18322"	18322	60	3	1	1950	0.02
"18323"	18323	61	3	2	1950	0
"18324"	18324	62	3	3	1950	0
"18325"	18325	63	3	4	1950	0
"18326"	18326	64	3	5	1950	0
"18327"	18327	65	3	6	1950	0
"18328"	18328	66	3	7	1950	0
"18329"	18329	67	3	8	1950	0
"18330"	18330	68	3	9	1950	0
"18331"	18331	69	3	10	1950	0.07
"18332"	18332	70	3	11	1950	0.09
"18333"	18333	71	3	12	1950	0.18
"18334"	18334	72	3	13	1950	0
"18335"	18335	73	3	14	1950	0
"18336"	18336	74	3	15	1950	0
"18337"	18337	75	3	16	1950	0
"18338"	18338	76	3	17	1950	0
"18339"	18339	77	3	18	1950	0
"18340"	18340	78	3	19	1950	0
"18341"	18341	79	3	20	1950	0
"18342"	18342	80	3	21	1950	0
"18343"	18343	81	3	22	1950	0
"18344"	18344	82	3	23	1950	0
"18345"	18345	83	3	24	1950	0
"18346"	18346	84	3	25	1950	0
"18347"	18347	85	3	26	1950	0
"18348"	18348	86	3	27	1950	0
"18349"	18349	87	3	28	1950	0
"18350"	18350	88	3	29	1950	0
"18351"	18351	89	3	30	1950	0
"18352"	18352	90	3	31	1950	0
"18353"	18353	91	4	1	1950	0
"18354"	18354	92	4	2	1950	0
"18355"	18355	93	4	3	1950	0.13
"18356"	18356	94	4	4	1950	0
"18357"	18357	95	4	5	1950	0
"18358"	18358	96	4	6	1950	0
"18359"	18359	97	4	7	1950	0
"18360"	18360	98	4	8	1950	0
"18361"	18361	99	4	9	1950	0
"18362"	18362	100	4	10	1950	0
"18363"	18363	101	4	11	1950	0
"18364"	18364	102	4	12	1950	0
"18365"	18365	103	4	13	1950	0
"18366"	18366	104	4	14	1950	0
"18367"	18367	105	4	15	1950	0.14
"18368"	18368	106	4	16	1950	0.52
"18369"	18369	107	4	17	1950	0
"18370"	18370	108	4	18	1950	0.07
"18371"	18371	109	4	19	1950	0.19
"18372"	18372	110	4	20	1950	0
"18373"	18373	111	4	21	1950	0
"18374"	18374	112	4	22	1950	0
"18375"	18375	113	4	23	1950	0
"18376"	18376	114	4	24	1950	0
"18377"	18377	115	4	25	1950	0
"18378"	18378	116	4	26	1950	0
"18379"	18379	117	4	27	1950	0
"18380"	18380	118	4	28	1950	0.51
"18381"	18381	119	4	29	1950	0.44
"18382"	18382	120	4	30	1950	0
"18383"	18383	121	5	1	1950	0
"18384"	18384	122	5	2	1950	0
"18385"	18385	123	5	3	1950	0
"18386"	18386	124	5	4	1950	0.3
"18387"	18387	125	5	5	1950	0
"18388"	18388	126	5	6	1950	0
"18389"	18389	127	5	7	1950	0.8
"18390"	18390	128	5	8	1950	0.05
"18391"	18391	129	5	9	1950	0
"18392"	18392	130	5	10	1950	0.03
"18393"	18393	131	5	11	1950	0
"18394"	18394	132	5	12	1950	0
"18395"	18395	133	5	13	1950	0
"18396"	18396	134	5	14	1950	0.03
"18397"	18397	135	5	15	1950	0.18
"18398"	18398	136	5	16	1950	0
"18399"	18399	137	5	17	1950	0
"18400"	18400	138	5	18	1950	0
"18401"	18401	139	5	19	1950	0
"18402"	18402	140	5	20	1950	0
"18403"	18403	141	5	21	1950	0
"18404"	18404	142	5	22	1950	0
"18405"	18405	143	5	23	1950	0
"18406"	18406	144	5	24	1950	0.16
"18407"	18407	145	5	25	1950	2.13
"18408"	18408	146	5	26	1950	0.05
"18409"	18409	147	5	27	1950	0.14
"18410"	18410	148	5	28	1950	0.04
"18411"	18411	149	5	29	1950	0
"18412"	18412	150	5	30	1950	0
"18413"	18413	151	5	31	1950	0
"18414"	18414	152	6	1	1950	0
"18415"	18415	153	6	2	1950	0.08
"18416"	18416	154	6	3	1950	0.73
"18417"	18417	155	6	4	1950	0
"18418"	18418	156	6	5	1950	0
"18419"	18419	157	6	6	1950	0
"18420"	18420	158	6	7	1950	0
"18421"	18421	159	6	8	1950	0
"18422"	18422	160	6	9	1950	0
"18423"	18423	161	6	10	1950	0
"18424"	18424	162	6	11	1950	0
"18425"	18425	163	6	12	1950	0
"18426"	18426	164	6	13	1950	0
"18427"	18427	165	6	14	1950	0
"18428"	18428	166	6	15	1950	0
"18429"	18429	167	6	16	1950	0
"18430"	18430	168	6	17	1950	0.03
"18431"	18431	169	6	18	1950	0.28
"18432"	18432	170	6	19	1950	0.21
"18433"	18433	171	6	20	1950	0
"18434"	18434	172	6	21	1950	0
"18435"	18435	173	6	22	1950	0
"18436"	18436	174	6	23	1950	0
"18437"	18437	175	6	24	1950	0
"18438"	18438	176	6	25	1950	0
"18439"	18439	177	6	26	1950	0
"18440"	18440	178	6	27	1950	0
"18441"	18441	179	6	28	1950	0
"18442"	18442	180	6	29	1950	0
"18443"	18443	181	6	30	1950	0
"18444"	18444	182	7	1	1950	0
"18445"	18445	183	7	2	1950	0.17
"18446"	18446	184	7	3	1950	0.17
"18447"	18447	185	7	4	1950	0.22
"18448"	18448	186	7	5	1950	0.13
"18449"	18449	187	7	6	1950	0
"18450"	18450	188	7	7	1950	0
"18451"	18451	189	7	8	1950	0.01
"18452"	18452	190	7	9	1950	0.01
"18453"	18453	191	7	10	1950	0
"18454"	18454	192	7	11	1950	0.11
"18455"	18455	193	7	12	1950	0
"18456"	18456	194	7	13	1950	0
"18457"	18457	195	7	14	1950	0
"18458"	18458	196	7	15	1950	0
"18459"	18459	197	7	16	1950	0
"18460"	18460	198	7	17	1950	0
"18461"	18461	199	7	18	1950	0.02
"18462"	18462	200	7	19	1950	0.01
"18463"	18463	201	7	20	1950	0.01
"18464"	18464	202	7	21	1950	0.35
"18465"	18465	203	7	22	1950	0
"18466"	18466	204	7	23	1950	0.07
"18467"	18467	205	7	24	1950	0.02
"18468"	18468	206	7	25	1950	0.13
"18469"	18469	207	7	26	1950	0.04
"18470"	18470	208	7	27	1950	0
"18471"	18471	209	7	28	1950	0
"18472"	18472	210	7	29	1950	0.01
"18473"	18473	211	7	30	1950	0
"18474"	18474	212	7	31	1950	0.02
"18475"	18475	213	8	1	1950	0
"18476"	18476	214	8	2	1950	0
"18477"	18477	215	8	3	1950	0.02
"18478"	18478	216	8	4	1950	0
"18479"	18479	217	8	5	1950	0
"18480"	18480	218	8	6	1950	0
"18481"	18481	219	8	7	1950	0
"18482"	18482	220	8	8	1950	0
"18483"	18483	221	8	9	1950	0
"18484"	18484	222	8	10	1950	0
"18485"	18485	223	8	11	1950	0
"18486"	18486	224	8	12	1950	0
"18487"	18487	225	8	13	1950	0.12
"18488"	18488	226	8	14	1950	0.07
"18489"	18489	227	8	15	1950	0
"18490"	18490	228	8	16	1950	0
"18491"	18491	229	8	17	1950	0
"18492"	18492	230	8	18	1950	0
"18493"	18493	231	8	19	1950	0.04
"18494"	18494	232	8	20	1950	0.06
"18495"	18495	233	8	21	1950	0.01
"18496"	18496	234	8	22	1950	0
"18497"	18497	235	8	23	1950	0
"18498"	18498	236	8	24	1950	0
"18499"	18499	237	8	25	1950	0
"18500"	18500	238	8	26	1950	0.05
"18501"	18501	239	8	27	1950	0.23
"18502"	18502	240	8	28	1950	0
"18503"	18503	241	8	29	1950	0
"18504"	18504	242	8	30	1950	0
"18505"	18505	243	8	31	1950	0
"18506"	18506	244	9	1	1950	0.14
"18507"	18507	245	9	2	1950	0
"18508"	18508	246	9	3	1950	0
"18509"	18509	247	9	4	1950	0
"18510"	18510	248	9	5	1950	0
"18511"	18511	249	9	6	1950	0
"18512"	18512	250	9	7	1950	0
"18513"	18513	251	9	8	1950	0.18
"18514"	18514	252	9	9	1950	0
"18515"	18515	253	9	10	1950	0.04
"18516"	18516	254	9	11	1950	0.27
"18517"	18517	255	9	12	1950	0.09
"18518"	18518	256	9	13	1950	0.05
"18519"	18519	257	9	14	1950	0
"18520"	18520	258	9	15	1950	0.21
"18521"	18521	259	9	16	1950	0.26
"18522"	18522	260	9	17	1950	0
"18523"	18523	261	9	18	1950	0
"18524"	18524	262	9	19	1950	0.32
"18525"	18525	263	9	20	1950	0.14
"18526"	18526	264	9	21	1950	0
"18527"	18527	265	9	22	1950	0
"18528"	18528	266	9	23	1950	0
"18529"	18529	267	9	24	1950	0
"18530"	18530	268	9	25	1950	0
"18531"	18531	269	9	26	1950	0
"18532"	18532	270	9	27	1950	0
"18533"	18533	271	9	28	1950	0
"18534"	18534	272	9	29	1950	0
"18535"	18535	273	9	30	1950	0
"18536"	18536	274	10	1	1950	0.14
"18537"	18537	275	10	2	1950	0.17
"18538"	18538	276	10	3	1950	0
"18539"	18539	277	10	4	1950	0
"18540"	18540	278	10	5	1950	0
"18541"	18541	279	10	6	1950	0
"18542"	18542	280	10	7	1950	0
"18543"	18543	281	10	8	1950	0
"18544"	18544	282	10	9	1950	0
"18545"	18545	283	10	10	1950	0
"18546"	18546	284	10	11	1950	0
"18547"	18547	285	10	12	1950	0
"18548"	18548	286	10	13	1950	0
"18549"	18549	287	10	14	1950	0
"18550"	18550	288	10	15	1950	0
"18551"	18551	289	10	16	1950	0
"18552"	18552	290	10	17	1950	0
"18553"	18553	291	10	18	1950	0
"18554"	18554	292	10	19	1950	0
"18555"	18555	293	10	20	1950	0
"18556"	18556	294	10	21	1950	0
"18557"	18557	295	10	22	1950	0
"18558"	18558	296	10	23	1950	0
"18559"	18559	297	10	24	1950	0
"18560"	18560	298	10	25	1950	0
"18561"	18561	299	10	26	1950	0
"18562"	18562	300	10	27	1950	0
"18563"	18563	301	10	28	1950	0
"18564"	18564	302	10	29	1950	0
"18565"	18565	303	10	30	1950	0
"18566"	18566	304	10	31	1950	0
"18567"	18567	305	11	1	1950	0
"18568"	18568	306	11	2	1950	0.06
"18569"	18569	307	11	3	1950	0
"18570"	18570	308	11	4	1950	0
"18571"	18571	309	11	5	1950	0
"18572"	18572	310	11	6	1950	0
"18573"	18573	311	11	7	1950	0
"18574"	18574	312	11	8	1950	0.25
"18575"	18575	313	11	9	1950	0.05
"18576"	18576	314	11	10	1950	0
"18577"	18577	315	11	11	1950	0
"18578"	18578	316	11	12	1950	0
"18579"	18579	317	11	13	1950	0
"18580"	18580	318	11	14	1950	0
"18581"	18581	319	11	15	1950	0
"18582"	18582	320	11	16	1950	0
"18583"	18583	321	11	17	1950	0
"18584"	18584	322	11	18	1950	0
"18585"	18585	323	11	19	1950	0.14
"18586"	18586	324	11	20	1950	0
"18587"	18587	325	11	21	1950	0
"18588"	18588	326	11	22	1950	0
"18589"	18589	327	11	23	1950	0
"18590"	18590	328	11	24	1950	0
"18591"	18591	329	11	25	1950	0
"18592"	18592	330	11	26	1950	0
"18593"	18593	331	11	27	1950	0
"18594"	18594	332	11	28	1950	0
"18595"	18595	333	11	29	1950	0
"18596"	18596	334	11	30	1950	0
"18597"	18597	335	12	1	1950	0
"18598"	18598	336	12	2	1950	0
"18599"	18599	337	12	3	1950	0
"18600"	18600	338	12	4	1950	0
"18601"	18601	339	12	5	1950	0.07
"18602"	18602	340	12	6	1950	0
"18603"	18603	341	12	7	1950	0
"18604"	18604	342	12	8	1950	0
"18605"	18605	343	12	9	1950	0
"18606"	18606	344	12	10	1950	0
"18607"	18607	345	12	11	1950	0
"18608"	18608	346	12	12	1950	0
"18609"	18609	347	12	13	1950	0
"18610"	18610	348	12	14	1950	0
"18611"	18611	349	12	15	1950	0
"18612"	18612	350	12	16	1950	0
"18613"	18613	351	12	17	1950	0
"18614"	18614	352	12	18	1950	0
"18615"	18615	353	12	19	1950	0
"18616"	18616	354	12	20	1950	0
"18617"	18617	355	12	21	1950	0
"18618"	18618	356	12	22	1950	0
"18619"	18619	357	12	23	1950	0
"18620"	18620	358	12	24	1950	0
"18621"	18621	359	12	25	1950	0
"18622"	18622	360	12	26	1950	0
"18623"	18623	361	12	27	1950	0
"18624"	18624	362	12	28	1950	0
"18625"	18625	363	12	29	1950	0
"18626"	18626	364	12	30	1950	0
"18627"	18627	365	12	31	1950	0.01
"18628"	18628	1	1	1	1951	0.06
"18629"	18629	2	1	2	1951	0
"18630"	18630	3	1	3	1951	0
"18631"	18631	4	1	4	1951	0
"18632"	18632	5	1	5	1951	0.05
"18633"	18633	6	1	6	1951	0
"18634"	18634	7	1	7	1951	0
"18635"	18635	8	1	8	1951	0
"18636"	18636	9	1	9	1951	0
"18637"	18637	10	1	10	1951	0
"18638"	18638	11	1	11	1951	0
"18639"	18639	12	1	12	1951	0
"18640"	18640	13	1	13	1951	0
"18641"	18641	14	1	14	1951	0
"18642"	18642	15	1	15	1951	0
"18643"	18643	16	1	16	1951	0
"18644"	18644	17	1	17	1951	0
"18645"	18645	18	1	18	1951	0
"18646"	18646	19	1	19	1951	0.05
"18647"	18647	20	1	20	1951	0
"18648"	18648	21	1	21	1951	0
"18649"	18649	22	1	22	1951	0
"18650"	18650	23	1	23	1951	0
"18651"	18651	24	1	24	1951	0
"18652"	18652	25	1	25	1951	0
"18653"	18653	26	1	26	1951	0
"18654"	18654	27	1	27	1951	0.02
"18655"	18655	28	1	28	1951	0.08
"18656"	18656	29	1	29	1951	0.34
"18657"	18657	30	1	30	1951	0.08
"18658"	18658	31	1	31	1951	0.05
"18659"	18659	32	2	1	1951	0
"18660"	18660	33	2	2	1951	0
"18661"	18661	34	2	3	1951	0
"18662"	18662	35	2	4	1951	0
"18663"	18663	36	2	5	1951	0
"18664"	18664	37	2	6	1951	0
"18665"	18665	38	2	7	1951	0
"18666"	18666	39	2	8	1951	0.03
"18667"	18667	40	2	9	1951	0
"18668"	18668	41	2	10	1951	0
"18669"	18669	42	2	11	1951	0
"18670"	18670	43	2	12	1951	0.31
"18671"	18671	44	2	13	1951	0.2
"18672"	18672	45	2	14	1951	0
"18673"	18673	46	2	15	1951	0
"18674"	18674	47	2	16	1951	0
"18675"	18675	48	2	17	1951	0
"18676"	18676	49	2	18	1951	0
"18677"	18677	50	2	19	1951	0
"18678"	18678	51	2	20	1951	0
"18679"	18679	52	2	21	1951	0
"18680"	18680	53	2	22	1951	0
"18681"	18681	54	2	23	1951	0.01
"18682"	18682	55	2	24	1951	0
"18683"	18683	56	2	25	1951	0.15
"18684"	18684	57	2	26	1951	0
"18685"	18685	58	2	27	1951	0
"18686"	18686	59	2	28	1951	0
"18687"	18687	60	3	1	1951	0
"18688"	18688	61	3	2	1951	0.04
"18689"	18689	62	3	3	1951	0
"18690"	18690	63	3	4	1951	0
"18691"	18691	64	3	5	1951	0
"18692"	18692	65	3	6	1951	0
"18693"	18693	66	3	7	1951	0
"18694"	18694	67	3	8	1951	0
"18695"	18695	68	3	9	1951	0
"18696"	18696	69	3	10	1951	0.01
"18697"	18697	70	3	11	1951	0.07
"18698"	18698	71	3	12	1951	0
"18699"	18699	72	3	13	1951	0.02
"18700"	18700	73	3	14	1951	0.04
"18701"	18701	74	3	15	1951	0
"18702"	18702	75	3	16	1951	0
"18703"	18703	76	3	17	1951	0.01
"18704"	18704	77	3	18	1951	0.09
"18705"	18705	78	3	19	1951	0
"18706"	18706	79	3	20	1951	0
"18707"	18707	80	3	21	1951	0
"18708"	18708	81	3	22	1951	0.03
"18709"	18709	82	3	23	1951	0
"18710"	18710	83	3	24	1951	0
"18711"	18711	84	3	25	1951	0
"18712"	18712	85	3	26	1951	0
"18713"	18713	86	3	27	1951	0
"18714"	18714	87	3	28	1951	0.02
"18715"	18715	88	3	29	1951	0
"18716"	18716	89	3	30	1951	0
"18717"	18717	90	3	31	1951	0.02
"18718"	18718	91	4	1	1951	0
"18719"	18719	92	4	2	1951	0
"18720"	18720	93	4	3	1951	0
"18721"	18721	94	4	4	1951	0
"18722"	18722	95	4	5	1951	0.34
"18723"	18723	96	4	6	1951	0.03
"18724"	18724	97	4	7	1951	0
"18725"	18725	98	4	8	1951	0
"18726"	18726	99	4	9	1951	0
"18727"	18727	100	4	10	1951	0.28
"18728"	18728	101	4	11	1951	0
"18729"	18729	102	4	12	1951	0
"18730"	18730	103	4	13	1951	0
"18731"	18731	104	4	14	1951	0.08
"18732"	18732	105	4	15	1951	0.14
"18733"	18733	106	4	16	1951	0
"18734"	18734	107	4	17	1951	0
"18735"	18735	108	4	18	1951	0
"18736"	18736	109	4	19	1951	0
"18737"	18737	110	4	20	1951	0.06
"18738"	18738	111	4	21	1951	0.1
"18739"	18739	112	4	22	1951	0
"18740"	18740	113	4	23	1951	0
"18741"	18741	114	4	24	1951	0.18
"18742"	18742	115	4	25	1951	0
"18743"	18743	116	4	26	1951	0.17
"18744"	18744	117	4	27	1951	0
"18745"	18745	118	4	28	1951	0
"18746"	18746	119	4	29	1951	0.01
"18747"	18747	120	4	30	1951	0
"18748"	18748	121	5	1	1951	0
"18749"	18749	122	5	2	1951	0
"18750"	18750	123	5	3	1951	0
"18751"	18751	124	5	4	1951	0
"18752"	18752	125	5	5	1951	0
"18753"	18753	126	5	6	1951	0.12
"18754"	18754	127	5	7	1951	0
"18755"	18755	128	5	8	1951	0
"18756"	18756	129	5	9	1951	0.1
"18757"	18757	130	5	10	1951	0
"18758"	18758	131	5	11	1951	0
"18759"	18759	132	5	12	1951	0
"18760"	18760	133	5	13	1951	0
"18761"	18761	134	5	14	1951	0
"18762"	18762	135	5	15	1951	0.28
"18763"	18763	136	5	16	1951	0.13
"18764"	18764	137	5	17	1951	0.83
"18765"	18765	138	5	18	1951	0.36
"18766"	18766	139	5	19	1951	0.06
"18767"	18767	140	5	20	1951	0.1
